nio_M0001	粉色的肉块从深棕色的皮毛中翻出，依稀能看到血迹。
nio_M1724	不同的是，温岭的王云杰医生被刺中了心脏，抢救无效死亡。
nio_M1725	到时候她娘家人来要人，我们怎么办？
nio_M1726	前方即将进入启瀛中路，请开大灯。
nio_M1727	而在欧美国家，这个品牌与品味无关，只是一杯咖啡罢了。
nio_M1728	当时何某的公公下地干活，何某一个人在厨房里做饭。
nio_M1729	在农村的地里，往往有很多灌溉农田的机井，大都被庄稼或杂草所遮挡，有的甚至没有井盖和任何警示标志，所以经常发生人坠井的事。
nio_M1730	但是，欧股高开刺激下，港股尾市升幅略为扩大，恒指最终收报两万两千一百零一点二七点，升六十六点七一点或零点三。
nio_M1731	丁某负责骑摩托车，刘某则坐在后边伺机寻找目标。
nio_M1732	六零零幺零八亚盛集团董事会，通过二零一二年度利润分配预案，通过关于与甘肃省农垦集团有限责任公司签署土地租赁协议的议案等。
nio_M1733	IT互联网技术是指在计算机技术的基础上开发建立的一种信息技术。
nio_M1734	创建一个可执行JAR很容易。
nio_M1735	为了帮奶奶出气，冷小军产生了报复历真容的想法。
nio_M1736	二零一七年，多特蒙德世乒赛男团决赛，中国对东道主德国，张继科三比二战胜波尔，马龙三比零完胜奥恰洛夫。
nio_M1737	无论是个体的因难发愤，还是共同体的多难兴邦，前提都是对灾难教训的深刻吸取。
nio_M1738	十月间，胡乔木同志忽然来访，请教一个问题。
nio_M1739	波澜壮阔的中华民族发展史是中国人民书写的！
nio_M1740	MIDP是移动信息设备配置文件的缩写。
nio_M1741	卖淫女嗨的过程中猝死，也要申请英雄称号了。
nio_M1742	当天召开的会商会上，湖南省委书记徐守盛对防汛抗灾工作作出重要部署，中小学校幼儿园重点物资仓库等作为巡查防守的重要对象。
nio_M1743	他们先跑到了海拉尔地区做起水果生意，因受不了那里的寒冷天气，又跑到河北邢台一家洗浴场所工作。
nio_M1744	这位日本教练培养出的最大牌球员就是中村俊辅，两名日本边缘国脚藤本淳吾和本田拓也是他的弟子。
nio_M1745	六百米后右转，随后左转，进入铁鹰路。
nio_M1746	明星们在微信里可是聊得很热闹哪！
nio_M1747	HTML超文本标记语言，标准标记语言下的一个应用。
nio_M1748	双方放弃争产，陈子强则主张，婚后赚的钱全给妻子，怎可能没付生活费，反指傅发生酗酒等负面新闻。
nio_M1749	快来看，中日韩三国合作秘书处招人啦！
nio_M1750	追访兄弟俩治疗费需百余万，由于浩浩伤情严重，医生估计花费需百万元，而冉冉需要几十万元。
nio_M1751	与老年公寓温泉度假旅游开发等项目交相辉映，成为太原市生态休闲养生养老经济产业的典范。
nio_M1752	经查，三十三岁的重庆人袁某是一名混混，平时专干坑蒙拐骗放高利贷的勾当。
nio_M1753	原来那小河道就只有几米宽，你看现在有多宽呀！
nio_M1754	现在适合洗车，Nomi终于可以洗澡啦！
nio_M1755	共享社会主义精神文明和物质文明成果，宣传残疾人事业，呼吁社会理解尊重关心帮助残疾人，鼓励残疾人自尊自信自强自立。
nio_M1756	但是具体问题具体分析，他们已经派人多次去万豪星光天地步行街现场进行查看，由于该商场商铺是环形连体开放式商铺。
nio_M1757	融资方面，二零一二年公司调整改善了债务结构，增加长期负债比重，有效降低财务成本，并拓展了海外发债融资渠道。
nio_M1758	右后车窗打开了，透透气吧！追风的感觉真好啊！吹吹风吧！
nio_M1759	要Nomi接听吗？没听清呢？
nio_M1760	中山市石岐鸽养殖有限公司总经理李正晟介绍说，四月六日前后，广东肉鸽价格平均下降二至三元每只，养殖户补苗停滞。
nio_M1761	但他的耳朵还能听，眼睛也可以睁开。
nio_M1762	行车环境太暗，建议打开车灯。
nio_M1763	电子元器件行业研究机构，国金证券分析师程兵投资逻辑股权激励，使管理层和股东利益一致关注长期发展。
nio_M1764	苹果以百分之十七点九的份额位居第二。
nio_M1765	五，马见喜，中原区后河卢村两百五十二号马见喜诊所，六，孙耀书，中原区须水镇孙庄村孙耀书诊所。
nio_M1766	三D地图显示我们还需要经过三个路口。
nio_M1767	无论是谁，大家都不要左猜右猜啦！
nio_M1768	建立健全社会征信体质，褒扬诚信，惩戒失信。
nio_M1769	记者问柳岩裸露的底线在哪？
nio_M1770	省委书记、省人大常委会主任李鸿忠主持会议并讲话。
nio_M1771	在条例第三章，防治燃烧高污染燃料产生的大气污染中，全市控煤减排工作的目标进入法律条文。
nio_M1772	FM电台，晚安城市栏目。
nio_M1773	苹果原醋兑以苹果汁使得口味酸中有甜甜中带酸，既消解了原醋的生醋味，还带有果汁的甜香，喝起来非常爽口。
nio_M1774	按王东的说法，明年广州将会取消所有高中择校生。
nio_M1775	由于林姓阿嬷在数月前过世，刘镜寰应是全台最高龄的人。
nio_M1776	AAC的中文名是高级音频编码。
nio_M1777	加上一路看涨的“牛魔王”，番茄牛腩这道菜显得好奢侈。
nio_M1778	德国公用事业巨头埃昂集团股价上涨三点八，摩根士丹利将该股评级从低配上调至均配，称其风险回报前景已改善。
nio_M1779	这就是综艺节目的魔力吧？
nio_M1780	早上好，今天也是美好的一天。
nio_M1781	日本外交部声称，其余的垃圾都已沉入日本周围的海底。
nio_M1782	在超市时，他曾和该女子擦肩而过。
nio_M1783	这是全国第四十一个公布房价控制目标的城市。
nio_M1784	系好安全带，准备出发！
nio_M1785	API应用程序编程接口是一些预先定义的函数。
nio_M1786	二师兄，是你站出来的时候啦！
nio_M1787	前方四公里，接近大学城路，三十九公里后将经过忻黑线。
nio_M1788	你的意思我也懂，可是你连语法都不通了。
nio_M1789	但我们细心对比分析后发现，实际上在同一个词背后，各大电商都有着自己的如意算盘。
nio_M1790	下肢一旦过度运动或外展，比如从高处向下跳跃，或者过度跑跳使关节囊受到拽伤等，也容易引发髋关节滑膜炎。
nio_M1791	其行为涉嫌故意损坏公私财物。
nio_M1792	巴萨中场缺少不了布斯克茨，宋客串中后卫则踢得乱糟糟，最典型就是联赛巴萨客场与塞维利亚的比赛。
nio_M1793	特别要深入开展粮食行业质量安全风险隐患排查，深挖带有行业共性的隐患和潜规则，有效防范系统性区域性粮食质量安全风险。
nio_M1794	另一种表示形式为OTL。
nio_M1795	安达市太平庄镇远离市区，资源、交通、区域位置都无优势可言。
nio_M1796	陆某的违法行为，很快被奎屯市公安局网安大队查证落实。
nio_M1797	作为曾经葡超球队的主力中后卫，里卡多自然也戴着极高的荣誉光环，而联赛开始后，里卡多的表现却让人大跌眼镜。
nio_M1798	针对近期备受关注的中国女排选帅一事，排管中心新掌门潘志琛昨日终于给出正面回应。
nio_M1799	敲诈成功后，再利用自己贴吧吧主的权限删除帖文。
nio_M1800	村支书告诉记者，他是位精神病人，犯起病来就往自家屋里扔石头，一天到晚嘴里嚷嚷着要打死奶奶和杨舒丽祖孙俩。
nio_M1801	零五四系列舰艇最终将取代零五三系列舰艇。
nio_M1802	本案中，李某的行为符合虐待罪的构成要件。
nio_M1803	你看到那张嘴巴和整副牙齿，还有舌头，可怕极了。
nio_M1804	遭受的刺激令她焦躁不安，精神上出现异于常人的表现。
nio_M1805	期指的引线甚长，可见在两条平均线间，出现好淡争持，观望气氛浓。
nio_M1806	对于世贸天阶而言，进军奥莱是又一次业态拓展。
nio_M1807	看这一头汗水，女王不是一天练成的呀！
nio_M1808	Nomi升级了，快更新试试新功能吧！
nio_M1809	不用怕麻烦Nomi，Nomi随时为你服务。
nio_M1810	各界代表说，朝鲜单方面关闭开城工业园区确实令人遗憾，但是现在不是双方怄气的时候，朴槿惠应该先向朝鲜伸出双手以求和解。
nio_M1811	十月十四日，中国移动捐资四千五百万元筹建的，都江堰李冰中学正式投入使用，新学校可容纳三千名学生。
nio_M1812	面向未来，年轻的江苏华源有海纳百川的胸怀，有坚韧不拔的毅力，有求实创新的精神，笑对市场风云。
nio_M1813	这么着，买牛卖牛，卖了牛再买牛，越滚越多，不到一年工夫，就滚到一百多头了。
nio_M1814	今天凌晨五点过后，贵州省天柱县高酿镇地良村发生山体滑坡，导致中铁二局一高速公路建设工地板房宿舍被埋。
nio_M1815	到家等活儿干完了，冯师傅已经把饭做好了。
nio_M1816	一般送孩子、送老人和送东西是排在前三位允许进入的理由。
nio_M1817	演唱会上会有机会听到这首歌吗？
nio_M1818	二零一一年七月，小云按照云南民族大学三加一本科人才，培养模式的教学安排，赴泰国学习一学年，二零一二年四月回国。
nio_M1819	老人家希望调皮淘气的小孙孙，能通过学习书法静下心来遵守规矩。
nio_M1820	因为我的冤案得到解决，家人肯定高兴啊！
nio_M1821	IU出生于韩国首尔特别市，是韩国女歌手、演员、主持人。
nio_M1822	与天津的比赛，孙悦和张松涛继续担任首发，后者开场后内线强攻得手后，朱闫西和翟晓川接连外线命中，帮助北京队建立优势。
nio_M1823	因零售商得保证毛利在百分之六十以上。
nio_M1824	宿舍楼的明火已被学校师生扑灭，浓烟在逐渐散去，但现场仍弥漫着焦臭味。
nio_M1825	你想了解杭城最新的楼盘资讯吗？
nio_M1826	住持释圆因庙产纠纷，去年在准提寺遭枪击。
nio_M1827	昨天十二日凌晨四时二十分左右，一艘万吨海轮碰擦南京长江大桥六孔与七孔之间的桥墩后失去动力停了下来。
nio_M1828	大伙儿七手八脚，又找来了电线和塑料绳，把抢匪给绑结实了。
nio_M1829	发光二极管简称LED。
nio_M1830	我们打算把其中一块儿菜田收了种这个。
nio_M1831	抱歉没听清，您可以再说一遍。
nio_M1832	领带是灰色的，缀着蓝色图案，是波尔塔莱斯最喜欢的那种。
nio_M1833	生硬的俄语生字，像倾倒一车车砖头石块。
nio_M1834	部队在复杂电磁环境下抗干扰能力、机动作战能力、战斗协同能力等得到全面锻炼和提高，有效练就了防空铁拳。
nio_M1835	办案民警压力骤增，死者是谁？
nio_M1836	村民为了避免两人被“抢走”，将其转移到后山的一处地窖中。
nio_M1837	我这种愿望就叫野心，他就是理想吗？
nio_M1838	在内蒙古赤峰市元宝山区向阳村，宽敞明亮的村民服务中心格外得引人注目。
nio_M1839	他另一面扮演道德沦丧的奸商，真是双面人生啊！
nio_M1840	历久弥新的中华民族精神是中国人民培育的！
nio_M1841	他说家里三个孩子，小安最小，上面还有两个哥哥。
nio_M1842	不像有的议员，刚才送我一个“筛子”，广东话叫“筲箕”。
nio_M1843	沙特国王阿卜杜拉试图改革，但遇到高级神职人员的反对。
nio_M1844	下次再见，我会想你的。
nio_M1845	戴某才感觉不妙，“撤回”老家，在当地另起炉灶从事赌场生意。
nio_M1846	季后赛第一轮全部结束，热火横扫雄鹿率先晋级，老牌豪门凯尔特人湖人均遭淘汰，麦蒂在球队的协助下最终打破魔咒。
nio_M1847	小艾虽然与小钢分手了，但还是希望与小钢保持联系。
